request_id,sample_id,domain,phase,delta,candidate_count,baseline,n_forecasts,selection_coverage,candidate_precision,routed_mass_coverage,complete_route_coverage,candidate_amplification,candidate_set_fraction
15,gsm8k-00036,math,decode,3,4,learned,336,0.7284226190476191,0.7284226190476191,0.7657848539806548,0.3125,1.0,0.125
16,humaneval-HumanEval_4,code,decode,1,4,learned,368,0.7269021739130435,0.7269021739130435,0.7678474757982336,0.2826086956521739,1.0,0.125
16,humaneval-HumanEval_4,code,decode,2,4,learned,352,0.7223011363636364,0.7223011363636364,0.7637953324751421,0.29829545454545453,1.0,0.125
16,humaneval-HumanEval_4,code,decode,3,4,learned,336,0.6934523809523809,0.6934523809523809,0.7343081519717262,0.25892857142857145,1.0,0.125
17,wikitext2-00045,general,decode,1,4,learned,368,0.8675271739130435,0.8675271739130435,0.8947196628736414,0.5597826086956522,1.0,0.125
17,wikitext2-00045,general,decode,2,4,learned,352,0.8586647727272727,0.8586647727272727,0.8894292658025568,0.5397727272727273,1.0,0.125
17,wikitext2-00045,general,decode,3,4,learned,336,0.8601190476190477,0.8601190476190477,0.8875238327752977,0.5595238095238095,1.0,0.125
18,wikitext2-00036,general,decode,1,4,learned,368,0.8661684782608695,0.8661684782608695,0.8926099694293478,0.5652173913043478,1.0,0.125
18,wikitext2-00036,general,decode,2,4,learned,352,0.8544034090909091,0.8544034090909091,0.8854703036221591,0.53125,1.0,0.125
18,wikitext2-00036,general,decode,3,4,learned,336,0.8474702380952381,0.8474702380952381,0.8752586728050595,0.5178571428571429,1.0,0.125
19,gsm8k-00038,math,decode,1,4,learned,368,0.751358695652174,0.751358695652174,0.7938126273777174,0.3233695652173913,1.0,0.125
19,gsm8k-00038,math,decode,2,4,learned,352,0.7244318181818182,0.7244318181818182,0.7681857022372159,0.3096590909090909,1.0,0.125
19,gsm8k-00038,math,decode,3,4,learned,336,0.7180059523809523,0.7180059523809523,0.7585550944010416,0.2916666666666667,1.0,0.125
20,gsm8k-00032,math,decode,1,4,learned,368,0.733016304347826,0.733016304347826,0.7664755116338315,0.328804347826087,1.0,0.125
20,gsm8k-00032,math,decode,2,4,learned,352,0.7052556818181818,0.7052556818181818,0.7442765669389204,0.3210227272727273,1.0,0.125
20,gsm8k-00032,math,decode,3,4,learned,336,0.6956845238095238,0.6956845238095238,0.7337326776413691,0.27976190476190477,1.0,0.125
21,gsm8k-00044,math,decode,1,4,learned,368,0.7418478260869565,0.7418478260869565,0.7837643830672555,0.29347826086956524,1.0,0.125
21,gsm8k-00044,math,decode,2,4,learned,352,0.7485795454545454,0.7485795454545454,0.7911848588423296,0.32386363636363635,1.0,0.125
21,gsm8k-00044,math,decode,3,4,learned,336,0.7336309523809523,0.7336309523809523,0.77056884765625,0.3273809523809524,1.0,0.125
22,humaneval-HumanEval_14,code,decode,1,4,learned,368,0.7710597826086957,0.7710597826086957,0.8103425399116848,0.3451086956521739,1.0,0.125
22,humaneval-HumanEval_14,code,decode,2,4,learned,352,0.7762784090909091,0.7762784090909091,0.8203887939453125,0.3465909090909091,1.0,0.125
22,humaneval-HumanEval_14,code,decode,3,4,learned,336,0.7388392857142857,0.7388392857142857,0.7730959937686012,0.3005952380952381,1.0,0.125
23,mt_bench-9170963,conversation,decode,1,4,learned,368,0.735733695652174,0.735733695652174,0.7745918605638586,0.3070652173913043,1.0,0.125
23,mt_bench-9170963,conversation,decode,2,4,learned,352,0.7258522727272727,0.7258522727272727,0.7629588734019886,0.3125,1.0,0.125
23,mt_bench-9170963,conversation,decode,3,4,learned,336,0.7083333333333334,0.7083333333333334,0.7421395438058036,0.3005952380952381,1.0,0.125
24,humaneval-HumanEval_138,code,decode,1,4,learned,368,0.7105978260869565,0.7105978260869565,0.7490937606148098,0.27717391304347827,1.0,0.125
24,humaneval-HumanEval_138,code,decode,2,4,learned,352,0.6931818181818182,0.6931818181818182,0.7334386652166193,0.26420454545454547,1.0,0.125
24,humaneval-HumanEval_138,code,decode,3,4,learned,336,0.6852678571428571,0.6852678571428571,0.7209182012648809,0.2857142857142857,1.0,0.125
25,wikitext2-00047,general,decode,1,4,learned,368,0.8539402173913043,0.8539402173913043,0.8844339121942935,0.5244565217391305,1.0,0.125
25,wikitext2-00047,general,decode,2,4,learned,352,0.8444602272727273,0.8444602272727273,0.8772263960404829,0.48579545454545453,1.0,0.125
25,wikitext2-00047,general,decode,3,4,learned,336,0.8392857142857143,0.8392857142857143,0.8707595098586309,0.49107142857142855,1.0,0.125
26,humaneval-HumanEval_70,code,decode,1,4,learned,368,0.7649456521739131,0.7649456521739131,0.804917045261549,0.35597826086956524,1.0,0.125
26,humaneval-HumanEval_70,code,decode,2,4,learned,352,0.7627840909090909,0.7627840909090909,0.8049815784801136,0.35511363636363635,1.0,0.125
26,humaneval-HumanEval_70,code,decode,3,4,learned,336,0.7492559523809523,0.7492559523809523,0.7868405296688988,0.3392857142857143,1.0,0.125
27,wikitext2-00035,general,decode,1,4,learned,368,0.860733695652174,0.860733695652174,0.8920354428498641,0.5461956521739131,1.0,0.125
27,wikitext2-00035,general,decode,2,4,learned,352,0.8494318181818182,0.8494318181818182,0.8788590864701704,0.5085227272727273,1.0,0.125
27,wikitext2-00035,general,decode,3,4,learned,336,0.8452380952380952,0.8452380952380952,0.8755841936383929,0.5089285714285714,1.0,0.125
28,humaneval-HumanEval_40,code,decode,1,4,learned,368,0.7194293478260869,0.7194293478260869,0.7587081245754076,0.27717391304347827,1.0,0.125
28,humaneval-HumanEval_40,code,decode,2,4,learned,352,0.7258522727272727,0.7258522727272727,0.7599459561434659,0.30113636363636365,1.0,0.125
28,humaneval-HumanEval_40,code,decode,3,4,learned,336,0.6971726190476191,0.6971726190476191,0.7326195126488095,0.25595238095238093,1.0,0.125
29,wikitext2-00039,general,decode,1,4,learned,368,0.8743206521739131,0.8743206521739131,0.9022495435631793,0.5842391304347826,1.0,0.125
29,wikitext2-00039,general,decode,2,4,learned,352,0.8579545454545454,0.8579545454545454,0.8887856223366477,0.53125,1.0,0.125
29,wikitext2-00039,general,decode,3,4,learned,336,0.8497023809523809,0.8497023809523809,0.8791227794828869,0.5238095238095238,1.0,0.125
30,wikitext2-00041,general,decode,1,4,learned,368,0.8641304347826086,0.8641304347826086,0.8933914847995924,0.5407608695652174,1.0,0.125
30,wikitext2-00041,general,decode,2,4,learned,352,0.8444602272727273,0.8444602272727273,0.877227783203125,0.5056818181818182,1.0,0.125
30,wikitext2-00041,general,decode,3,4,learned,336,0.8519345238095238,0.8519345238095238,0.8800310407366071,0.5446428571428571,1.0,0.125
31,gsm8k-00045,math,decode,1,4,learned,368,0.7350543478260869,0.7350543478260869,0.7794176184612772,0.31521739130434784,1.0,0.125
31,gsm8k-00045,math,decode,2,4,learned,352,0.7294034090909091,0.7294034090909091,0.7658025568181818,0.3181818181818182,1.0,0.125
31,gsm8k-00045,math,decode,3,4,learned,336,0.7008928571428571,0.7008928571428571,0.7363717215401786,0.2976190476190476,1.0,0.125
32,wikitext2-00042,general,decode,1,4,learned,368,0.8532608695652174,0.8532608695652174,0.8857501486073369,0.5108695652173914,1.0,0.125
32,wikitext2-00042,general,decode,2,4,learned,352,0.8416193181818182,0.8416193181818182,0.8760570179332386,0.4971590909090909,1.0,0.125
32,wikitext2-00042,general,decode,3,4,learned,336,0.8400297619047619,0.8400297619047619,0.8707638695126488,0.48214285714285715,1.0,0.125
33,gsm8k-00035,math,decode,1,4,learned,368,0.733016304347826,0.733016304347826,0.774184517238451,0.2907608695652174,1.0,0.125
33,gsm8k-00035,math,decode,2,4,learned,352,0.7137784090909091,0.7137784090909091,0.7483548251065341,0.2897727272727273,1.0,0.125
33,gsm8k-00035,math,decode,3,4,learned,336,0.6830357142857143,0.6830357142857143,0.7173418317522321,0.28273809523809523,1.0,0.125
34,humaneval-HumanEval_115,code,decode,1,4,learned,368,0.7493206521739131,0.7493206521739131,0.7904835576596467,0.3233695652173913,1.0,0.125
34,humaneval-HumanEval_115,code,decode,2,4,learned,352,0.7350852272727273,0.7350852272727273,0.7753351384943182,0.3039772727272727,1.0,0.125
34,humaneval-HumanEval_115,code,decode,3,4,learned,336,0.7150297619047619,0.7150297619047619,0.7546110607328869,0.29464285714285715,1.0,0.125
35,humaneval-HumanEval_45,code,decode,1,4,learned,368,0.7649456521739131,0.7649456521739131,0.8047140370244565,0.32608695652173914,1.0,0.125
35,humaneval-HumanEval_45,code,decode,2,4,learned,352,0.7784090909090909,0.7784090909090909,0.8145973899147727,0.36363636363636365,1.0,0.125
35,humaneval-HumanEval_45,code,decode,3,4,learned,336,0.7477678571428571,0.7477678571428571,0.7809898739769345,0.31845238095238093,1.0,0.125
36,wikitext2-00038,general,decode,1,4,learned,368,0.8817934782608695,0.8817934782608695,0.9067396081012228,0.595108695652174,1.0,0.125
36,wikitext2-00038,general,decode,2,4,learned,352,0.8622159090909091,0.8622159090909091,0.8927085182883523,0.53125,1.0,0.125
36,wikitext2-00038,general,decode,3,4,learned,336,0.8556547619047619,0.8556547619047619,0.884979248046875,0.5357142857142857,1.0,0.125
37,gsm8k-00046,math,decode,1,4,learned,368,0.7404891304347826,0.7404891304347826,0.7848709769870924,0.30978260869565216,1.0,0.125
37,gsm8k-00046,math,decode,2,4,learned,352,0.7244318181818182,0.7244318181818182,0.7658871737393466,0.3039772727272727,1.0,0.125
37,gsm8k-00046,math,decode,3,4,learned,336,0.7038690476190477,0.7038690476190477,0.7425043015252977,0.2916666666666667,1.0,0.125
38,mt_bench-48344673,conversation,decode,1,4,learned,368,0.7275815217391305,0.7275815217391305,0.7682004182235055,0.30978260869565216,1.0,0.125
38,mt_bench-48344673,conversation,decode,2,4,learned,352,0.7102272727272727,0.7102272727272727,0.7522929798473011,0.2869318181818182,1.0,0.125
38,mt_bench-48344673,conversation,decode,3,4,learned,336,0.6763392857142857,0.6763392857142857,0.7187819707961309,0.24702380952380953,1.0,0.125
39,mt_bench-23836768,conversation,decode,1,4,learned,368,0.7133152173913043,0.7133152173913043,0.753922172214674,0.25271739130434784,1.0,0.125
39,mt_bench-23836768,conversation,decode,2,4,learned,352,0.7109375,0.7109375,0.7504688609730114,0.26136363636363635,1.0,0.125
39,mt_bench-23836768,conversation,decode,3,4,learned,336,0.6837797619047619,0.6837797619047619,0.7191263834635416,0.22916666666666666,1.0,0.125
40,mt_bench-40319087,conversation,decode,1,4,learned,368,0.7350543478260869,0.7350543478260869,0.7803384532099185,0.28804347826086957,1.0,0.125
40,mt_bench-40319087,conversation,decode,2,4,learned,352,0.7365056818181818,0.7365056818181818,0.7762243097478693,0.33238636363636365,1.0,0.125
40,mt_bench-40319087,conversation,decode,3,4,learned,336,0.7053571428571429,0.7053571428571429,0.7443673270089286,0.29464285714285715,1.0,0.125
41,mt_bench-46306085,conversation,decode,1,4,learned,368,0.7194293478260869,0.7194293478260869,0.7668417225713315,0.2717391304347826,1.0,0.125
41,mt_bench-46306085,conversation,decode,2,4,learned,352,0.7230113636363636,0.7230113636363636,0.7638452703302557,0.26704545454545453,1.0,0.125
41,mt_bench-46306085,conversation,decode,3,4,learned,336,0.6882440476190477,0.6882440476190477,0.7292727515811012,0.24404761904761904,1.0,0.125
42,mt_bench-68335013,conversation,decode,1,4,learned,368,0.7051630434782609,0.7051630434782609,0.7452485457710598,0.25815217391304346,1.0,0.125
42,mt_bench-68335013,conversation,decode,2,4,learned,352,0.7073863636363636,0.7073863636363636,0.7458066073330966,0.26420454545454547,1.0,0.125
42,mt_bench-68335013,conversation,decode,3,4,learned,336,0.6711309523809523,0.6711309523809523,0.7122613816034227,0.23511904761904762,1.0,0.125
43,humaneval-HumanEval_61,code,decode,1,4,learned,368,0.7737771739130435,0.7737771739130435,0.8072164784307065,0.37771739130434784,1.0,0.125
43,humaneval-HumanEval_61,code,decode,2,4,learned,352,0.7642045454545454,0.7642045454545454,0.7988142533735796,0.3494318181818182,1.0,0.125
43,humaneval-HumanEval_61,code,decode,3,4,learned,336,0.7351190476190477,0.7351190476190477,0.7638811383928571,0.34226190476190477,1.0,0.125
44,humaneval-HumanEval_141,code,decode,1,4,learned,368,0.7119565217391305,0.7119565217391305,0.74798583984375,0.3070652173913043,1.0,0.125
44,humaneval-HumanEval_141,code,decode,2,4,learned,352,0.7095170454545454,0.7095170454545454,0.747467041015625,0.3096590909090909,1.0,0.125
44,humaneval-HumanEval_141,code,decode,3,4,learned,336,0.6852678571428571,0.6852678571428571,0.71636962890625,0.3005952380952381,1.0,0.125
45,gsm8k-00037,math,decode,1,4,learned,368,0.7703804347826086,0.7703804347826086,0.8138096021569293,0.358695652173913,1.0,0.125
45,gsm8k-00037,math,decode,2,4,learned,352,0.7620738636363636,0.7620738636363636,0.7974132191051136,0.36079545454545453,1.0,0.125
45,gsm8k-00037,math,decode,3,4,learned,336,0.7328869047619048,0.7328869047619048,0.7707563127790179,0.34226190476190477,1.0,0.125
46,gsm8k-00033,math,decode,1,4,learned,368,0.7466032608695652,0.7466032608695652,0.7864114512567935,0.3451086956521739,1.0,0.125
46,gsm8k-00033,math,decode,2,4,learned,352,0.7407670454545454,0.7407670454545454,0.7834098122336648,0.3409090909090909,1.0,0.125
46,gsm8k-00033,math,decode,3,4,learned,336,0.7180059523809523,0.7180059523809523,0.7561819893973214,0.3244047619047619,1.0,0.125
47,humaneval-HumanEval_155,code,decode,1,4,learned,368,0.734375,0.734375,0.7715772545855978,0.3451086956521739,1.0,0.125
47,humaneval-HumanEval_155,code,decode,2,4,learned,352,0.75,0.75,0.7862784645774148,0.32954545454545453,1.0,0.125
47,humaneval-HumanEval_155,code,decode,3,4,learned,336,0.7217261904761905,0.7217261904761905,0.7544889904203869,0.31547619047619047,1.0,0.125
48,mt_bench-90276646,conversation,decode,1,4,learned,368,0.6650815217391305,0.6650815217391305,0.699446968410326,0.24728260869565216,1.0,0.125
48,mt_bench-90276646,conversation,decode,2,4,learned,352,0.6598011363636364,0.6598011363636364,0.6943872625177557,0.2528409090909091,1.0,0.125
48,mt_bench-90276646,conversation,decode,3,4,learned,336,0.6339285714285714,0.6339285714285714,0.6665257045200893,0.25297619047619047,1.0,0.125
49,gsm8k-00034,math,decode,1,4,learned,368,0.735733695652174,0.735733695652174,0.7765741762907609,0.29347826086956524,1.0,0.125
49,gsm8k-00034,math,decode,2,4,learned,352,0.734375,0.734375,0.7752519087357954,0.3068181818181818,1.0,0.125
49,gsm8k-00034,math,decode,3,4,learned,336,0.7150297619047619,0.7150297619047619,0.7503545851934523,0.31845238095238093,1.0,0.125
50,wikitext2-00033,general,decode,1,4,learned,368,0.8682065217391305,0.8682065217391305,0.8953817616338315,0.5679347826086957,1.0,0.125
50,wikitext2-00033,general,decode,2,4,learned,352,0.8565340909090909,0.8565340909090909,0.8848627263849432,0.5454545454545454,1.0,0.125
50,wikitext2-00033,general,decode,3,4,learned,336,0.8586309523809523,0.8586309523809523,0.8828749883742559,0.5505952380952381,1.0,0.125
51,mt_bench-9147946,conversation,decode,1,4,learned,368,0.7377717391304348,0.7377717391304348,0.7795967433763586,0.29347826086956524,1.0,0.125
51,mt_bench-9147946,conversation,decode,2,4,learned,352,0.7414772727272727,0.7414772727272727,0.7763505415482954,0.3068181818181818,1.0,0.125
51,mt_bench-9147946,conversation,decode,3,4,learned,336,0.7217261904761905,0.7217261904761905,0.7503574916294643,0.2976190476190476,1.0,0.125
52,mt_bench-17722882,conversation,decode,1,4,learned,368,0.6521739130434783,0.6521739130434783,0.699631400730299,0.20380434782608695,1.0,0.125
52,mt_bench-17722882,conversation,decode,2,4,learned,352,0.6484375,0.6484375,0.6865969571200284,0.21022727272727273,1.0,0.125
52,mt_bench-17722882,conversation,decode,3,4,learned,336,0.6369047619047619,0.6369047619047619,0.6749965122767857,0.19642857142857142,1.0,0.125
53,humaneval-HumanEval_99,code,decode,1,4,learned,368,0.7547554347826086,0.7547554347826086,0.7938816236413043,0.33152173913043476,1.0,0.125
53,humaneval-HumanEval_99,code,decode,2,4,learned,352,0.7528409090909091,0.7528409090909091,0.7950536554509943,0.3352272727272727,1.0,0.125
53,humaneval-HumanEval_99,code,decode,3,4,learned,336,0.7232142857142857,0.7232142857142857,0.7561936151413691,0.30654761904761907,1.0,0.125
54,gsm8k-00039,math,decode,1,4,learned,368,0.720108695652174,0.720108695652174,0.7583644701086957,0.3016304347826087,1.0,0.125
54,gsm8k-00039,math,decode,2,4,learned,352,0.703125,0.703125,0.7418767755681818,0.3210227272727273,1.0,0.125
54,gsm8k-00039,math,decode,3,4,learned,336,0.6904761904761905,0.6904761904761905,0.7268110002790179,0.28869047619047616,1.0,0.125
55,wikitext2-00034,general,decode,1,4,learned,368,0.8661684782608695,0.8661684782608695,0.8958713697350543,0.5434782608695652,1.0,0.125
55,wikitext2-00034,general,decode,2,4,learned,352,0.8444602272727273,0.8444602272727273,0.8782639936967329,0.4943181818181818,1.0,0.125
55,wikitext2-00034,general,decode,3,4,learned,336,0.8452380952380952,0.8452380952380952,0.8731180826822916,0.5357142857142857,1.0,0.125
56,mt_bench-48989963,conversation,decode,1,4,learned,368,0.7377717391304348,0.7377717391304348,0.779648490574049,0.27717391304347827,1.0,0.125
56,mt_bench-48989963,conversation,decode,2,4,learned,352,0.7230113636363636,0.7230113636363636,0.7615176114169034,0.2897727272727273,1.0,0.125
56,mt_bench-48989963,conversation,decode,3,4,learned,336,0.7016369047619048,0.7016369047619048,0.7428065708705357,0.28869047619047616,1.0,0.125
57,humaneval-HumanEval_58,code,decode,1,4,learned,368,0.7269021739130435,0.7269021739130435,0.7708567743716033,0.28804347826086957,1.0,0.125
57,humaneval-HumanEval_58,code,decode,2,4,learned,352,0.7521306818181818,0.7521306818181818,0.7902415882457386,0.3352272727272727,1.0,0.125
57,humaneval-HumanEval_58,code,decode,3,4,learned,336,0.7180059523809523,0.7180059523809523,0.7580464680989584,0.3005952380952381,1.0,0.125
58,humaneval-HumanEval_48,code,decode,1,4,learned,368,0.7744565217391305,0.7744565217391305,0.8121735945991848,0.35054347826086957,1.0,0.125
58,humaneval-HumanEval_48,code,decode,2,4,learned,352,0.7876420454545454,0.7876420454545454,0.8268682306463068,0.3721590909090909,1.0,0.125
58,humaneval-HumanEval_48,code,decode,3,4,learned,336,0.7492559523809523,0.7492559523809523,0.7832961309523809,0.31845238095238093,1.0,0.125
59,humaneval-HumanEval_21,code,decode,1,4,learned,368,0.7737771739130435,0.7737771739130435,0.8126499341881793,0.35054347826086957,1.0,0.125
59,humaneval-HumanEval_21,code,decode,2,4,learned,352,0.78125,0.78125,0.8248804265802557,0.375,1.0,0.125
59,humaneval-HumanEval_21,code,decode,3,4,learned,336,0.7410714285714286,0.7410714285714286,0.77838134765625,0.30952380952380953,1.0,0.125
60,mt_bench-84856299,conversation,decode,1,4,learned,368,0.735733695652174,0.735733695652174,0.775466255519701,0.3070652173913043,1.0,0.125
60,mt_bench-84856299,conversation,decode,2,4,learned,352,0.7194602272727273,0.7194602272727273,0.7602261629971591,0.2784090909090909,1.0,0.125
60,mt_bench-84856299,conversation,decode,3,4,learned,336,0.7016369047619048,0.7016369047619048,0.7391982305617559,0.2916666666666667,1.0,0.125
61,mt_bench-51413464,conversation,decode,1,4,learned,368,0.7133152173913043,0.7133152173913043,0.7565294348675272,0.2907608695652174,1.0,0.125
61,mt_bench-51413464,conversation,decode,2,4,learned,352,0.7052556818181818,0.7052556818181818,0.7449105002663352,0.2897727272727273,1.0,0.125
61,mt_bench-51413464,conversation,decode,3,4,learned,336,0.6569940476190477,0.6569940476190477,0.6917492094494048,0.27380952380952384,1.0,0.125
62,wikitext2-00046,general,decode,1,4,learned,368,0.8648097826086957,0.8648097826086957,0.8942167862601902,0.5625,1.0,0.125
62,wikitext2-00046,general,decode,2,4,learned,352,0.8508522727272727,0.8508522727272727,0.8851748379794034,0.5142045454545454,1.0,0.125
62,wikitext2-00046,general,decode,3,4,learned,336,0.8459821428571429,0.8459821428571429,0.8748328799293155,0.5267857142857143,1.0,0.125
63,gsm8k-00043,math,decode,1,4,learned,368,0.7472826086956522,0.7472826086956522,0.779250435207201,0.3451086956521739,1.0,0.125
63,gsm8k-00043,math,decode,2,4,learned,352,0.7414772727272727,0.7414772727272727,0.7748329856178977,0.36079545454545453,1.0,0.125
63,gsm8k-00043,math,decode,3,4,learned,336,0.7306547619047619,0.7306547619047619,0.7634422665550595,0.35119047619047616,1.0,0.125
0,wikitext2-00044,general,decode,1,8,learned,368,0.984375,0.4921875,0.9886965544327445,0.9402173913043478,2.0,0.25
0,wikitext2-00044,general,decode,2,8,learned,352,0.9829545454545454,0.4914772727272727,0.9871742942116477,0.9346590909090909,2.0,0.25
0,wikitext2-00044,general,decode,3,8,learned,336,0.9761904761904762,0.4880952380952381,0.9816545758928571,0.9107142857142857,2.0,0.25
1,wikitext2-00032,general,decode,1,8,learned,368,0.9782608695652174,0.4891304347826087,0.9843405018682065,0.9184782608695652,2.0,0.25
1,wikitext2-00032,general,decode,2,8,learned,352,0.9779829545454546,0.4889914772727273,0.9841807972301136,0.9119318181818182,2.0,0.25
